DateTime,Motor - DS
8/22/2022 9:17,1.1401
8/22/2022 10:17,1.0766
8/22/2022 11:17,1.1519
8/22/2022 12:17,1.151
8/22/2022 13:17,1.1003
8/22/2022 14:17,1.1192
8/22/2022 15:17,1.1106
8/22/2022 16:17,1.079
8/22/2022 17:17,1.1548
8/22/2022 18:17,1.1465
8/22/2022 19:17,1.1166
8/22/2022 20:17,1.0965
8/22/2022 21:17,1.0836
8/22/2022 22:17,1.1561
8/22/2022 23:17,1.0859
8/23/2022 0:17,1.1188
8/23/2022 1:17,1.0966
8/23/2022 2:17,1.1343
8/23/2022 3:17,1.1537
8/23/2022 4:17,1.1118
8/23/2022 5:17,1.1377
8/23/2022 6:17,1.0655
8/23/2022 7:17,1.1349
8/23/2022 8:17,1.1238
8/23/2022 9:17,1.1469
8/23/2022 10:17,1.1105
8/23/2022 11:17,1.0961
8/23/2022 12:17,1.101
8/23/2022 13:17,1.0935
8/23/2022 14:17,1.1023
8/23/2022 15:17,1.1083
8/23/2022 16:17,1.1415
8/23/2022 17:17,1.1338
8/23/2022 18:17,1.1301
8/23/2022 19:17,1.1558
8/23/2022 20:17,1.1419
8/23/2022 21:17,1.1745
8/23/2022 22:17,1.1016
8/23/2022 23:17,1.1256
8/24/2022 0:17,1.1436
8/24/2022 1:17,1.088
8/24/2022 2:17,1.1046
8/24/2022 3:17,1.091
8/24/2022 4:17,1.0786
8/24/2022 5:17,1.1291
8/24/2022 6:17,1.0903
8/24/2022 8:17,1.1178
8/24/2022 9:17,1.1161
8/24/2022 10:17,1.1167
8/24/2022 11:17,1.1049
8/24/2022 12:17,1.1009
8/24/2022 13:17,1.0913
8/24/2022 14:17,1.1262
8/24/2022 15:17,1.125
8/24/2022 16:17,1.1073
8/24/2022 17:17,1.1211
8/24/2022 18:17,1.1229
8/24/2022 19:17,1.1077
8/24/2022 20:17,1.1076
8/24/2022 21:17,1.1425
8/24/2022 22:17,1.1226
8/24/2022 23:17,1.116
8/25/2022 0:17,1.0994
8/25/2022 1:17,1.1065
8/25/2022 2:17,1.1256
8/25/2022 3:17,1.1117
8/25/2022 4:17,1.1153
8/25/2022 5:17,1.099
8/25/2022 6:17,1.1078
8/25/2022 7:17,1.0829
8/25/2022 8:17,1.1138
8/25/2022 9:17,1.1335
8/25/2022 10:17,1.0989
8/25/2022 11:17,1.1118
8/25/2022 12:17,1.1165
8/25/2022 13:17,1.1171
8/25/2022 14:17,1.0955
8/25/2022 15:17,1.1033
8/25/2022 16:17,1.1156
8/25/2022 17:17,1.1458
8/25/2022 19:17,1.0999
8/25/2022 20:17,1.0991
8/25/2022 21:17,1.1092
8/25/2022 22:17,1.1016
8/25/2022 23:17,1.1102
8/26/2022 0:17,1.1305
8/26/2022 1:17,1.0986
8/26/2022 2:17,1.1058
8/26/2022 3:17,1.0862
8/26/2022 4:17,1.1102
8/26/2022 5:17,1.0904
8/26/2022 6:17,1.094
8/26/2022 7:17,1.0894
8/26/2022 8:17,1.1097
8/26/2022 9:17,1.1141
8/26/2022 10:17,1.1039
8/26/2022 11:17,1.1191
8/26/2022 12:17,1.0986
8/26/2022 13:17,1.1088
8/26/2022 14:17,1.0854
8/26/2022 15:17,1.1366
8/26/2022 16:17,1.0946
8/26/2022 17:17,1.0639
8/26/2022 18:17,1.1039
8/26/2022 19:17,1.0908
8/26/2022 20:17,1.1083
8/26/2022 21:17,1.135
8/26/2022 22:17,1.0969
8/26/2022 23:17,1.115
8/27/2022 0:17,1.0984
8/27/2022 1:17,1.0665
8/27/2022 2:17,1.0749
8/27/2022 3:17,1.0804
8/27/2022 4:17,1.1128
8/27/2022 5:17,1.1156
8/27/2022 6:17,1.1108
8/27/2022 7:17,1.1379
8/27/2022 8:17,1.0876
8/27/2022 9:17,1.0923
8/27/2022 10:17,1.1053
8/27/2022 11:17,1.1098
8/27/2022 12:17,1.1027
8/27/2022 13:17,1.0738
8/27/2022 14:17,1.0851
8/27/2022 15:17,1.113
8/27/2022 16:17,1.0901
8/27/2022 17:17,1.0886
8/27/2022 18:17,1.1204
8/27/2022 19:17,1.1072
8/27/2022 20:17,1.109
8/27/2022 22:17,1.1019
8/27/2022 23:17,1.1028
8/28/2022 0:17,1.1049
8/28/2022 1:17,1.0999
8/28/2022 2:32,1.1036
8/28/2022 3:32,1.1146
8/28/2022 4:32,1.0977
8/28/2022 5:32,1.1087
8/28/2022 6:32,1.1203
8/28/2022 7:32,1.1191
8/28/2022 8:32,1.1346
8/28/2022 9:32,1.1179
8/28/2022 10:32,1.0876
8/28/2022 11:32,1.1079
8/28/2022 12:32,1.0905
8/28/2022 13:32,1.1022
8/28/2022 14:32,1.0745
8/28/2022 15:32,1.0964
8/28/2022 16:32,1.0824
8/28/2022 17:32,1.1045
8/28/2022 18:32,1.1225
8/28/2022 19:32,1.1018
8/28/2022 20:32,1.1214
8/28/2022 21:32,1.1149
8/28/2022 22:32,1.1211
8/28/2022 23:32,1.1051
8/29/2022 0:32,1.1078
8/29/2022 1:32,1.1062
8/29/2022 2:32,1.0885
8/29/2022 3:32,1.107
8/29/2022 4:32,1.1204
8/29/2022 5:32,1.0993
8/29/2022 6:32,1.0919
8/29/2022 7:32,1.0766
8/29/2022 8:32,1.114
8/29/2022 9:32,1.0765
8/29/2022 10:32,1.058
8/29/2022 11:32,1.0602
8/29/2022 12:32,1.0741
8/29/2022 13:32,1.0814
8/29/2022 14:32,1.0834
8/29/2022 15:32,1.0775
8/29/2022 16:32,1.1053
8/29/2022 17:32,1.1038
8/29/2022 18:32,1.1086
8/29/2022 19:32,1.1048
8/29/2022 20:32,1.1092
8/29/2022 21:32,1.1037
8/29/2022 22:32,1.1154
8/29/2022 23:32,1.0843
8/30/2022 0:32,1.1007
8/30/2022 1:32,1.109
8/30/2022 2:32,1.0943
8/30/2022 3:32,1.0926
8/30/2022 4:32,1.1235
8/30/2022 6:32,1.0949
8/30/2022 7:32,1.1065
8/30/2022 8:32,1.0874
8/30/2022 9:32,1.0959
8/30/2022 10:32,1.102
8/30/2022 11:32,1.1232
8/30/2022 12:32,1.0929
8/30/2022 13:32,1.1188
8/30/2022 14:32,1.1301
8/30/2022 15:32,1.088
8/30/2022 16:32,1.1097
8/30/2022 17:32,1.0903
8/30/2022 18:32,1.0999
8/30/2022 19:32,1.0871
8/30/2022 20:32,1.1154
8/30/2022 21:32,1.0762
8/30/2022 22:32,1.0999
8/30/2022 23:32,1.1225
8/31/2022 0:32,1.1024
8/31/2022 1:32,1.1098
8/31/2022 2:32,1.1057
8/31/2022 3:32,1.1381
8/31/2022 4:32,1.1091
8/31/2022 5:32,1.0989
8/31/2022 6:32,1.0967
8/31/2022 7:32,1.1111
8/31/2022 8:32,1.0927
8/31/2022 9:32,1.0862
8/31/2022 10:32,1.0796
8/31/2022 11:32,1.1107
8/31/2022 12:32,1.0946
8/31/2022 13:32,1.1036
8/31/2022 14:32,1.1063
8/31/2022 15:32,1.1177
8/31/2022 16:32,1.1016
8/31/2022 17:32,1.1132
8/31/2022 18:32,1.1068
8/31/2022 19:32,1.1044
8/31/2022 20:32,1.1502
8/31/2022 21:32,1.1361
8/31/2022 22:32,1.0922
8/31/2022 23:32,1.1106
9/1/2022 0:32,1.1415
9/1/2022 1:32,1.0908
9/1/2022 2:32,1.1007
9/1/2022 3:32,1.0918
9/1/2022 4:32,1.0733
9/1/2022 5:32,1.0906
9/1/2022 6:32,1.0976
9/1/2022 7:32,1.0782
9/1/2022 8:32,1.0969
9/1/2022 9:32,1.1193
9/1/2022 10:32,1.0844
9/1/2022 11:32,1.1012
9/1/2022 12:32,1.0848
9/1/2022 13:32,1.1026
9/1/2022 14:32,1.0686
9/1/2022 15:32,1.1277
9/1/2022 16:32,1.1364
9/1/2022 17:32,1.0941
9/1/2022 18:32,1.056
9/1/2022 19:32,1.0873
9/1/2022 20:32,1.1237
9/1/2022 21:32,1.124
9/1/2022 22:32,1.0945
9/1/2022 23:32,1.0916
9/2/2022 0:32,1.1216
9/2/2022 1:32,1.1004
9/2/2022 2:32,1.119
9/2/2022 3:32,1.0768
9/2/2022 4:32,1.137
9/2/2022 5:32,1.1077
9/2/2022 6:32,1.0956
9/2/2022 7:32,1.0941
9/2/2022 8:32,1.1228
9/2/2022 9:32,1.0995
9/2/2022 10:32,1.1057
9/2/2022 11:32,1.1134
9/2/2022 12:32,1.1405
9/2/2022 13:32,1.1364
9/2/2022 14:32,1.0941
9/2/2022 15:32,1.0915
9/2/2022 16:32,1.1115
9/2/2022 17:32,1.1341
9/2/2022 18:32,1.1031
9/2/2022 19:32,1.104
9/2/2022 20:32,1.1206
9/2/2022 21:32,1.1629
9/2/2022 22:32,1.0975
9/2/2022 23:32,1.1118
9/3/2022 0:32,1.1207
9/3/2022 1:32,1.1221
9/3/2022 2:32,1.0653
9/3/2022 3:32,1.115
9/3/2022 4:32,1.125
9/3/2022 5:32,1.1144
9/3/2022 6:32,1.1106
9/3/2022 7:32,1.0883
9/3/2022 8:32,1.103
9/3/2022 9:32,1.1383
9/3/2022 10:32,1.1339
9/3/2022 11:32,1.1494
9/3/2022 12:32,1.1311
9/3/2022 13:32,1.1085
9/3/2022 14:32,1.1287
9/3/2022 15:32,1.1024
9/3/2022 16:32,1.1168
9/3/2022 17:32,1.1151
9/3/2022 18:32,1.0971
9/3/2022 19:32,1.149
9/3/2022 20:32,1.1558
9/3/2022 21:32,1.1433
9/3/2022 22:32,1.1037
9/3/2022 23:32,1.1145
9/4/2022 0:32,1.1016
9/4/2022 1:32,1.1038
9/4/2022 2:32,1.1193
9/4/2022 3:32,1.1282
9/4/2022 5:32,1.1192
9/4/2022 6:32,1.104
9/4/2022 7:32,1.0882
9/4/2022 8:32,1.0889
9/4/2022 9:32,1.0793
9/4/2022 10:32,1.0865
9/4/2022 11:32,1.0983
9/4/2022 12:32,1.1078
9/4/2022 13:32,1.0898
9/4/2022 14:32,1.1148
9/4/2022 15:32,1.0968
9/4/2022 16:32,1.0917
9/4/2022 17:32,1.106
9/4/2022 18:32,1.1133
9/4/2022 19:32,1.1212
9/4/2022 20:32,1.1353
9/4/2022 21:32,1.1168
9/4/2022 22:32,1.1232
9/4/2022 23:32,1.1082
9/5/2022 0:32,1.0948
9/5/2022 1:32,1.093
9/5/2022 2:32,1.1053
9/5/2022 3:32,1.1035
9/5/2022 4:32,1.1031
9/5/2022 5:32,1.0958
9/5/2022 6:32,1.1369
9/5/2022 7:32,1.128
9/5/2022 8:32,1.1204
9/5/2022 9:32,1.0992
9/5/2022 10:32,1.1196
9/5/2022 11:32,1.1363
9/5/2022 12:32,1.1125
9/5/2022 13:32,1.1163
9/5/2022 14:32,1.1226
9/5/2022 15:32,1.1135
9/5/2022 16:32,1.11
9/5/2022 17:32,1.1125
9/5/2022 18:32,1.1449
9/5/2022 19:32,0.8756
9/5/2022 20:32,0.8823
9/5/2022 21:32,0.8565
9/5/2022 22:32,0.0077
9/5/2022 23:32,0.0075
9/6/2022 0:32,0.0071
9/6/2022 1:32,0.0074
9/6/2022 2:32,0.0073
9/6/2022 3:32,0.8776
9/6/2022 4:32,0.9364
9/6/2022 5:32,1.1467
9/6/2022 6:32,1.1717
9/6/2022 7:32,0.0073
9/6/2022 8:32,0.0077
9/6/2022 9:32,0.0073
9/6/2022 10:32,0.0074
9/6/2022 11:32,0.0265
9/6/2022 12:32,0.0075
9/6/2022 13:32,0.0261
9/6/2022 14:32,0.0255
9/6/2022 15:32,0.0074
9/6/2022 17:32,0.0071
9/6/2022 18:32,0.0073
9/6/2022 19:32,0.0073
9/6/2022 20:32,0.0074
9/6/2022 21:32,0.0072
9/6/2022 22:32,0.0072
9/6/2022 23:32,0.0074
9/7/2022 0:32,0.0071
9/7/2022 1:32,0.0071
9/7/2022 2:32,0.0071
9/7/2022 3:32,0.0069
9/7/2022 4:32,0.0071
9/7/2022 5:32,0.0069
9/7/2022 6:32,0.0073
9/7/2022 7:32,0.0071
9/7/2022 9:54,0.0072
9/7/2022 10:54,0.0075
9/7/2022 11:54,0.0074
9/7/2022 12:54,0.0077
9/7/2022 13:54,0.0072
9/7/2022 14:54,0.888
9/7/2022 15:54,0.9606
9/7/2022 16:54,1.0892
9/7/2022 17:54,1.1709
9/7/2022 18:54,1.2441
9/7/2022 19:54,1.2259
9/7/2022 20:54,1.2313
9/7/2022 21:54,1.2448
9/7/2022 22:54,1.2798
9/7/2022 23:54,1.1898
9/8/2022 0:54,1.1949
9/8/2022 1:54,1.2306
9/8/2022 2:54,1.1521
9/8/2022 3:54,1.2561
9/8/2022 4:54,1.2121
9/8/2022 5:54,1.2102
9/8/2022 6:54,1.2311
9/8/2022 7:54,1.2301
9/8/2022 8:54,1.2846
9/8/2022 9:54,1.2706
9/8/2022 10:54,1.2449
9/8/2022 11:54,1.1301
9/8/2022 12:54,1.1289
9/8/2022 13:54,1.1224
9/8/2022 14:54,1.134
9/8/2022 15:54,1.1531
9/8/2022 16:54,1.1147
9/8/2022 17:54,1.1105
9/8/2022 18:54,1.1015
9/8/2022 19:54,1.1248
9/8/2022 20:54,1.1591
9/8/2022 21:54,1.1146
9/8/2022 22:54,1.1516
9/8/2022 23:54,1.0854
9/9/2022 0:54,1.1422
9/9/2022 1:54,1.1312
9/9/2022 2:54,1.1004
9/9/2022 3:54,1.1863
9/9/2022 4:54,1.1171
9/9/2022 5:54,1.1009
9/9/2022 6:54,1.1066
9/9/2022 7:54,1.1015
9/9/2022 8:54,1.148
9/9/2022 9:54,1.0964
9/9/2022 10:54,1.1041
9/9/2022 11:54,1.1098
9/9/2022 12:54,1.1106
9/9/2022 13:54,1.1277
9/9/2022 14:54,1.1296
9/9/2022 15:54,1.0928
9/9/2022 16:54,1.1385
9/9/2022 17:54,1.1449
9/9/2022 18:54,1.1339
9/9/2022 19:54,1.1457
9/9/2022 20:54,1.2077
9/9/2022 21:54,1.1199
9/9/2022 22:54,1.156
9/9/2022 23:54,1.0851
9/10/2022 0:54,1.1067
9/10/2022 1:54,1.1528
9/10/2022 2:54,1.1632
9/10/2022 3:54,1.1259
9/10/2022 4:54,1.1433
9/10/2022 5:54,1.1416
9/10/2022 6:54,1.1273
9/10/2022 7:54,1.1013
9/10/2022 8:54,1.1216
9/10/2022 9:54,1.113
9/10/2022 10:54,1.1601
9/10/2022 11:54,1.1237
9/10/2022 12:54,1.143
9/10/2022 13:54,1.1105
9/10/2022 14:54,1.1453
9/10/2022 15:54,1.116
9/10/2022 16:54,1.13
9/10/2022 17:54,1.1313
9/10/2022 18:54,1.0864
9/10/2022 19:54,1.1125
9/10/2022 20:54,1.1186
9/10/2022 21:54,1.1351
9/10/2022 22:54,1.1261
9/10/2022 23:54,1.1852
9/11/2022 0:54,1.1147
9/11/2022 1:54,1.1074
9/11/2022 2:54,1.1448
9/11/2022 3:54,1.1335
9/11/2022 4:54,1.1254
9/11/2022 5:54,1.1501
9/11/2022 6:54,1.1259
9/11/2022 7:54,1.1388
9/11/2022 8:54,1.1341
9/11/2022 9:54,1.1529
9/11/2022 10:54,1.1334
9/11/2022 11:54,1.1527
9/11/2022 12:54,1.1488
9/11/2022 13:54,1.1658
9/11/2022 14:54,1.1467
9/11/2022 15:54,1.1018
9/11/2022 16:54,1.158
9/11/2022 17:54,1.1254
9/11/2022 18:54,1.146
9/11/2022 19:54,1.1376
9/11/2022 20:54,1.1265
9/11/2022 21:54,1.1485
9/11/2022 22:54,1.1374
9/11/2022 23:54,1.1669
9/12/2022 0:54,1.1576
9/12/2022 1:54,1.1763
9/12/2022 2:54,1.1632
9/12/2022 3:54,1.1619
9/12/2022 4:54,1.1596
9/12/2022 6:54,1.131
9/12/2022 7:54,1.129
9/12/2022 8:54,1.1458
9/12/2022 9:54,1.1231
9/12/2022 10:54,1.1414
9/12/2022 11:54,1.1422
9/12/2022 12:54,1.1474
9/12/2022 13:54,1.1593
9/12/2022 14:54,1.1529
9/12/2022 15:54,1.1514
9/12/2022 16:54,1.1722
9/12/2022 17:54,1.168
9/12/2022 18:54,1.1606
9/12/2022 19:54,1.1591
9/12/2022 20:54,1.1628
9/12/2022 21:54,1.1882
9/12/2022 22:54,1.155
9/12/2022 23:54,1.1525
9/13/2022 0:54,1.1484
9/13/2022 1:54,1.1544
9/13/2022 2:54,1.1406
9/13/2022 3:54,1.1559
9/13/2022 4:54,1.1403
9/13/2022 5:54,1.1561
9/13/2022 6:54,1.1449
9/13/2022 7:54,1.1474
9/13/2022 8:54,1.1604
9/13/2022 9:54,1.1511
9/13/2022 10:54,1.1644
9/13/2022 11:54,1.1597
9/13/2022 12:54,1.1315
9/13/2022 13:54,1.1615
9/13/2022 14:54,1.1294
9/13/2022 15:54,1.1717
9/13/2022 16:54,1.1581
9/13/2022 17:54,1.1832
9/13/2022 18:54,1.1703
9/13/2022 19:54,1.1565
9/13/2022 20:54,1.1528
9/13/2022 21:54,1.1735
9/13/2022 22:54,1.1693
9/13/2022 23:54,1.15
9/14/2022 0:54,1.172
9/14/2022 1:54,1.1254
9/14/2022 2:54,1.1713
9/14/2022 3:54,1.1489
9/14/2022 4:54,1.174
9/14/2022 5:54,1.1644
9/14/2022 6:54,1.1445
9/14/2022 7:54,1.1098
9/14/2022 8:54,1.1555
9/14/2022 9:54,1.1242
9/14/2022 10:54,1.1486
9/14/2022 11:54,1.192
9/14/2022 12:54,1.1671
9/14/2022 13:54,1.1716
9/14/2022 14:54,1.1603
